15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
15.0,71.85558924072558,93.30325665226063,98.81796606250074,99.90394946772427,100.10674372500479,100.14281999639708,100.15002782230107,100.15136237560291,100.1516166735537,100.15165817558199,100.15166221079771,100.15164444504497,100.15150238374156,100.15070192709993,100.14599383152225,100.12219878164582,99.97408282136165,99.04651485873917,93.61774410486984,71.17889560168615,15.0
15.0,92.6322496890982,127.88216252444874,137.83147264875865,140.21367404428938,140.72253981555644,140.8455265066881,140.87296381597264,140.8795173509685,140.88083684203187,140.88109589862717,140.88111999217801,140.88097788604782,140.8801440565507,140.8754156239214,140.85479676608136,140.75881437631836,140.34970804811098,138.23754539786555,128.4208157845748,92.27837599377531,15.0
15.0,98.40152573862093,138.11526631455666,151.49517156859218,155.15868799340575,156.28951016954213,156.60543057154447,156.7039547315935,156.72875213188314,156.73505951947786,156.73634093352604,156.73645230178005,156.73566022551438,156.730960200324,156.7110016490782,156.62598017087905,156.3468531633684,155.3397199034109,151.95876027984275,138.80805900178063,98.27854219584941,15.0
15.0,99.74101216451416,140.79863340609037,155.47541479183758,161.0774674846256,163.08493961603426,163.94225577543918,164.2208129992996,164.3149441227687,164.33926715511643,164.34538575391008,164.345847559626,164.3414036827367,164.32155894060915,164.23783949346154,163.97663421550598,163.15789226490423,161.23694995319826,155.94095585705054,141.57067012519897,99.7015485019661,15.0
15.0,100.03982911351709,141.45063698816114,156.71885464319803,163.19825189351735,166.97985830412762,168.67217042774124,169.4841446400531,169.75704424968174,169.85040656582854,169.87385147479802,169.87540966424,169.85682416806026,169.77347379077733,169.51412703889812,168.71803694404,167.01704866289137,163.32442798137555,157.20491186397143,142.25242271791112,100.02712260099719,15.0
15.0,100.10562148673692,141.6215876602201,157.09121975934877,164.06807356409814,168.68277356968719,172.133922444728,173.77718052065262,174.5826781622525,174.8540324978633,174.94276378311807,174.94715492314285,174.86981437844878,174.61187084366964,173.81818048645124,172.1422559003106,168.6815096557271,164.20388343719407,157.59089719985866,142.4368305799722,100.10126333863117,15.0
15.0,100.12140341256996,141.6668405892748,157.21405010956116,164.37419391808373,169.47671389399693,173.7569353980737,177.1576392821829,178.7934568985209,179.59361632033747,179.8458395987247,179.85566489453532,179.62070750599705,178.8331889112735,177.1608224376404,173.72621274672173,169.48365019963006,164.5209571242937,157.7236002624259,142.48781646826276,100.11988048356045,15.0
15.0,100.12532161549933,141.6798559593337,157.251773883577,164.4863222192161,169.77029502594758,174.53734950730595,178.76613220040872,182.15556146803766,183.7715275847968,184.49270090506016,184.505568027201,183.8052257552361,182.15601494199663,178.7297673480877,174.5145687302059,169.78783219284702,164.64239788842144,157.766368576706,142.50326681797304,100.12479457668563,15.0
15.0,100.12636696578095,141.68350098526932,157.2637063013612,164.52242190199982,169.88035908315553,174.82803580652967,179.53984366759482,183.74283592818657,187.05255586350813,188.4290848363611,188.4400828289556,187.0387074083118,183.69980782225863,179.50996044587117,174.81538497557517,169.9070358159632,164.68341558246075,157.78061523988262,142.5078726116179,100.12618934944614,15.0
15.0,100.1266434406485,141.68454525497626,157.26719079175948,164.53398174254133,169.9153661150835,174.9332410775482,179.81116657475354,184.43732777061197,188.4001594617221,190.9996229050909,190.96190154267154,188.33435321600078,184.39251327156924,179.78748127382997,174.92827678728924,169.9465116274117,164.6971654131448,157.7850198756365,142.50926877863054,100.12658504618234,15.0
15.0,100.12671555365522,141.68481329756318,157.26807241599192,164.53662016872894,169.9223333095746,174.94915939876165,179.83742983147192,184.4692581466318,188.3844395166645,190.9329396954596,190.8938490227586,188.31567415015854,184.42216546057932,179.81316359255422,174.9447336901353,169.9542203914042,164.70028401854694,157.7861445685111,142.50963782748914,100.1266924484985,15.0
15.0,100.12671591446637,141.68474305728944,157.26752306979668,164.53294333944092,169.90592037088118,174.87722345262236,179.61399510605278,183.78534929339665,187.0021228062883,188.27866888853598,188.28670776069237,186.98166773945917,183.7365029793714,179.5817914801616,174.86527222205032,169.9343583011099,164.69540345851948,157.78525889835643,142.5094981151883,100.12668180886273,15.0
15.0,100.12657495147576,141.68392867921307,157.2628981410931,164.51334717683898,169.82334542365263,174.62146273844004,178.83189243192408,182.14767290457542,183.67966852626614,184.3558995634288,184.36648850106297,183.70754849955765,182.14147770005053,178.790990623773,174.59758646041013,169.84231268137611,164.6715419067388,157.77911811498956,142.50823594492675,100.12643612380106,15.0
15.0,100.12576299453754,141.67923149738695,157.24303415718606,164.42982083717422,169.56439799529787,173.8287175123653,177.16188649376525,178.7270212450235,179.5015359659906,179.7674932746416,179.7767376421843,179.52630681515652,178.76221652766193,177.1596481354261,173.7941978944796,169.57062393305858,164.57823266141597,157.75487689733674,142.5019858565447,100.12517649857503,15.0
15.0,100.12113337588751,141.65919482151185,157.15919863235354,164.17033602336622,168.77041802557858,172.1552371813151,173.73030367695722,174.51627041877683,174.81464357276306,174.92209045532297,174.92702020335858,174.83112529848097,174.54436890754883,173.76751052920778,172.15856405837238,168.765685897875,164.30588812317197,157.66120778329307,142.47754468235934,100.11902638908933,15.0
15.0,100.09900323020247,141.56990066146867,156.89236381235807,163.3680656667231,167.08813610123968,168.71408983127384,169.5077412670242,169.81010933428115,169.9282849618474,169.9655493893453,169.9678492038323,169.9364644014685,169.82797342442592,169.53703376504612,168.7565396761358,167.12109285326434,163.4924833478403,157.38120472990596,142.37798017099084,100.09226902351645,15.0
15.0,99.96157436382997,141.20554685558793,155.96448189067868,161.5482532957048,163.50595030415843,164.34972209908025,164.6590181287258,164.77894555641666,164.8194821924425,164.8324296402489,164.833371725688,164.82308648291834,164.78769033718515,164.67775632456227,164.38408323389746,163.57761143474613,161.70891362802453,156.4386428854191,141.99461928729153,99.93941715628915,15.0
15.0,99.05177308288226,139.24005100627497,152.85171064590654,156.58456087028114,157.7433468341343,158.100240567433,158.22659579478503,158.26816661280975,158.2821473469772,158.28628085563923,158.2866354747023,158.28357726475494,158.27202047778744,158.23607079884144,158.1237542494217,157.80527421077963,156.77626654754314,153.33915101792437,139.97138849504674,98.96668123067057,15.0
15.0,93.50196990186325,129.4576663229502,139.865283715049,142.50021879034836,143.12012858020321,143.2865000498395,143.33345291438096,143.34814885819273,143.3526152817048,143.353923363976,143.35404883599983,143.35314338945665,143.34970221830827,143.33789278899098,143.29996749683863,143.16639407573945,142.65917276357865,140.30914887183937,130.03948441501285,93.17868753805699,15.0
15.0,70.83980932297212,92.17123421475694,98.32750658983154,99.7478911859433,100.05910242628855,100.12774094618038,100.14504429360804,100.1497314839822,100.15109811248013,100.15147648361578,100.15151648932664,100.15127405204618,100.1502911604684,100.14686374517132,100.13429262434448,100.0847140432516,99.8430023350152,98.59051327520619,92.50796379657129,70.16109915153734,15.0
15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
